"","state","mode","date","month","day","year","value"
"1085","il","month","2/1/2010","2","1","2010","0"
"1086","ma","month","2/1/2010","2","1","2010","0"
"1087","ny","month","2/1/2010","2","1","2010","0"
"1088","pa","month","2/1/2010","2","1","2010","0"
"1089","tx","month","2/1/2010","2","1","2010","0"
"1090","va","month","2/1/2010","2","1","2010","0"
"1091","ca","month","3/1/2010","3","1","2010","6"
"1092","fl","month","3/1/2010","3","1","2010","30"
"1093","il","month","3/1/2010","3","1","2010","0"
"1094","ma","month","3/1/2010","3","1","2010","5"
"1095","ny","month","3/1/2010","3","1","2010","5.25"
"1096","pa","month","3/1/2010","3","1","2010","3.5"
"1097","tx","month","3/1/2010","3","1","2010","10.5"
"1098","va","month","3/1/2010","3","1","2010","1.5"
"1099","ca","month","4/1/2010","4","1","2010","8"
"1100","fl","month","4/1/2010","4","1","2010","38.25"
"1101","il","month","4/1/2010","4","1","2010","0"
"1102","ma","month","4/1/2010","4","1","2010","21.75"
"1103","ny","month","4/1/2010","4","1","2010","11.25"
"1104","pa","month","4/1/2010","4","1","2010","15.25"
"1105","tx","month","4/1/2010","4","1","2010","16.5"
"1106","va","month","4/1/2010","4","1","2010","8.25"
"1107","ca","month","5/1/2010","5","1","2010","14"
"1108","fl","month","5/1/2010","5","1","2010","42.2"
"1109","il","month","5/1/2010","5","1","2010","15"
"1110","ma","month","5/1/2010","5","1","2010","36.8"
"1111","ny","month","5/1/2010","5","1","2010","26"
"1112","pa","month","5/1/2010","5","1","2010","24.6"
"1113","tx","month","5/1/2010","5","1","2010","29.6"
"1114","va","month","5/1/2010","5","1","2010","12.8"
"1115","ca","month","6/1/2010","6","1","2010","22.5"
"1116","fl","month","6/1/2010","6","1","2010","38.25"
"1117","il","month","6/1/2010","6","1","2010","32.5"
"1118","ma","month","6/1/2010","6","1","2010","35"
"1119","ny","month","6/1/2010","6","1","2010","28.75"
"1120","pa","month","6/1/2010","6","1","2010","31.75"
"1121","tx","month","6/1/2010","6","1","2010","35.25"
"1122","va","month","6/1/2010","6","1","2010","16"
"1123","ca","month","7/1/2010","7","1","2010","20.25"
"1124","fl","month","7/1/2010","7","1","2010","33.5"
"1125","il","month","7/1/2010","7","1","2010","30.5"
"1126","ma","month","7/1/2010","7","1","2010","45.5"
"1127","ny","month","7/1/2010","7","1","2010","30.75"
"1128","pa","month","7/1/2010","7","1","2010","25.5"
"1129","tx","month","7/1/2010","7","1","2010","26.5"
"1130","va","month","7/1/2010","7","1","2010","15"
"1131","ca","month","8/1/2010","8","1","2010","11.8"
"1132","fl","month","8/1/2010","8","1","2010","21.8"
"1133","il","month","8/1/2010","8","1","2010","0"
"1134","ma","month","8/1/2010","8","1","2010","13.6"
"1135","ny","month","8/1/2010","8","1","2010","12.8"
"1136","pa","month","8/1/2010","8","1","2010","9.2"
"1137","tx","month","8/1/2010","8","1","2010","14.6"
"1138","va","month","8/1/2010","8","1","2010","6.4"
"1139","ca","month","9/1/2010","9","1","2010","6"
"1140","fl","month","9/1/2010","9","1","2010","16.25"
"1141","il","month","9/1/2010","9","1","2010","0"
"1142","ma","month","9/1/2010","9","1","2010","0"
"1143","ny","month","9/1/2010","9","1","2010","6.5"
"1144","pa","month","9/1/2010","9","1","2010","0"
"1145","tx","month","9/1/2010","9","1","2010","9.25"
"1146","va","month","9/1/2010","9","1","2010","3.5"
"1147","ca","month","10/1/2010","10","1","2010","4"
"1148","fl","month","10/1/2010","10","1","2010","3"
"1149","il","month","10/1/2010","10","1","2010","0"
"1150","ma","month","10/1/2010","10","1","2010","0"
"1151","ny","month","10/1/2010","10","1","2010","0"
"1152","pa","month","10/1/2010","10","1","2010","0"
"1153","tx","month","10/1/2010","10","1","2010","2"
"1154","va","month","10/1/2010","10","1","2010","0"
"1155","ca","month","11/1/2010","11","1","2010","0.75"
"1156","fl","month","11/1/2010","11","1","2010","0"
"1157","il","month","11/1/2010","11","1","2010","0"
"1158","ma","month","11/1/2010","11","1","2010","0"
"1159","ny","month","11/1/2010","11","1","2010","0"
"1160","pa","month","11/1/2010","11","1","2010","0"
"1161","tx","month","11/1/2010","11","1","2010","0"
"1162","va","month","11/1/2010","11","1","2010","0"
"1163","ca","month","12/1/2010","12","1","2010","0"
"1164","fl","month","12/1/2010","12","1","2010","0"
"1165","il","month","12/1/2010","12","1","2010","0"
"1166","ma","month","12/1/2010","12","1","2010","0"
"1167","ny","month","12/1/2010","12","1","2010","0"
"1168","pa","month","12/1/2010","12","1","2010","0"
"1169","tx","month","12/1/2010","12","1","2010","0"
"1170","va","month","12/1/2010","12","1","2010","0"
"1171","ca","month","1/1/2011","1","1","2011","2.2"
"1172","fl","month","1/1/2011","1","1","2011","1.8"
"1173","ga","month","1/1/2011","1","1","2011","0"
"1174","il","month","1/1/2011","1","1","2011","0"
"1175","ma","month","1/1/2011","1","1","2011","0"
"1176","ny","month","1/1/2011","1","1","2011","4"
"1177","pa","month","1/1/2011","1","1","2011","0"
"1178","tx","month","1/1/2011","1","1","2011","0"
"1179","va","month","1/1/2011","1","1","2011","0"
"1180","ca","month","2/1/2011","2","1","2011","4.25"
"1181","fl","month","2/1/2011","2","1","2011","22"
"1182","ga","month","2/1/2011","2","1","2011","5"
"1183","il","month","2/1/2011","2","1","2011","0"
"1184","ma","month","2/1/2011","2","1","2011","0"
"1185","ny","month","2/1/2011","2","1","2011","4.5"
"1186","pa","month","2/1/2011","2","1","2011","0"
"1187","tx","month","2/1/2011","2","1","2011","4"
"1188","va","month","2/1/2011","2","1","2011","0"
"1189","ca","month","3/1/2011","3","1","2011","10.25"
"1190","fl","month","3/1/2011","3","1","2011","48.75"
"1191","ga","month","3/1/2011","3","1","2011","15.5"
"1192","il","month","3/1/2011","3","1","2011","5.5"
"1193","ma","month","3/1/2011","3","1","2011","0"
"1194","ny","month","3/1/2011","3","1","2011","8.5"
"1195","pa","month","3/1/2011","3","1","2011","3.5"
"1196","tx","month","3/1/2011","3","1","2011","19.25"
"1197","va","month","3/1/2011","3","1","2011","0"
"1198","ca","month","4/1/2011","4","1","2011","24"
"1199","fl","month","4/1/2011","4","1","2011","60"
"1200","ga","month","4/1/2011","4","1","2011","31"
"1201","il","month","4/1/2011","4","1","2011","10.75"
"1202","ma","month","4/1/2011","4","1","2011","6.5"
"1203","ny","month","4/1/2011","4","1","2011","14"
"1204","pa","month","4/1/2011","4","1","2011","10.25"
"1205","tx","month","4/1/2011","4","1","2011","26.25"
"1206","va","month","4/1/2011","4","1","2011","17.25"
"1207","ca","month","5/1/2011","5","1","2011","28.6"
"1208","fl","month","5/1/2011","5","1","2011","44"
"1209","ga","month","5/1/2011","5","1","2011","36"
"1210","il","month","5/1/2011","5","1","2011","32.8"
"1211","ma","month","5/1/2011","5","1","2011","33"
"1212","ny","month","5/1/2011","5","1","2011","36"
"1213","pa","month","5/1/2011","5","1","2011","33.6"
"1214","tx","month","5/1/2011","5","1","2011","35.4"
"1215","va","month","5/1/2011","5","1","2011","30.6"
"1216","ca","month","6/1/2011","6","1","2011","50"
"1217","fl","month","6/1/2011","6","1","2011","43.5"
"1218","ga","month","6/1/2011","6","1","2011","31.25"
"1219","il","month","6/1/2011","6","1","2011","35"
"1220","ma","month","6/1/2011","6","1","2011","39.5"
"1221","ny","month","6/1/2011","6","1","2011","30.75"
"1222","pa","month","6/1/2011","6","1","2011","28.5"
"1223","tx","month","6/1/2011","6","1","2011","48.5"
"1224","va","month","6/1/2011","6","1","2011","31.5"
"1225","ca","month","7/1/2011","7","1","2011","58.4"
"1226","fl","month","7/1/2011","7","1","2011","44.6"
"1227","ga","month","7/1/2011","7","1","2011","27"
"1228","il","month","7/1/2011","7","1","2011","37.2"
"1229","ma","month","7/1/2011","7","1","2011","60.2"
"1230","ny","month","7/1/2011","7","1","2011","42.4"
"1231","pa","month","7/1/2011","7","1","2011","31.8"
"1232","tx","month","7/1/2011","7","1","2011","32.6"
"1233","va","month","7/1/2011","7","1","2011","27.2"
"1234","ca","month","8/1/2011","8","1","2011","25.75"
"1235","fl","month","8/1/2011","8","1","2011","22"
"1236","ga","month","8/1/2011","8","1","2011","12.25"
"1237","il","month","8/1/2011","8","1","2011","14.25"
"1238","ma","month","8/1/2011","8","1","2011","17.5"
"1239","ny","month","8/1/2011","8","1","2011","12.75"
"1240","pa","month","8/1/2011","8","1","2011","11.75"
"1241","tx","month","8/1/2011","8","1","2011","16.75"
"1242","va","month","8/1/2011","8","1","2011","14.25"
"1243","ca","month","9/1/2011","9","1","2011","11"
"1244","fl","month","9/1/2011","9","1","2011","16.25"
"1245","ga","month","9/1/2011","9","1","2011","11"
"1246","il","month","9/1/2011","9","1","2011","3.75"
"1247","ma","month","9/1/2011","9","1","2011","0"
"1248","ny","month","9/1/2011","9","1","2011","6.75"
"1249","pa","month","9/1/2011","9","1","2011","6.25"
"1250","tx","month","9/1/2011","9","1","2011","7.75"
"1251","va","month","9/1/2011","9","1","2011","0"
"1252","ca","month","10/1/2011","10","1","2011","5"
"1253","fl","month","10/1/2011","10","1","2011","8"
"1254","ga","month","10/1/2011","10","1","2011","1.6"
"1255","il","month","10/1/2011","10","1","2011","0"
"1256","ma","month","10/1/2011","10","1","2011","0"
"1257","ny","month","10/1/2011","10","1","2011","3.8"
"1258","pa","month","10/1/2011","10","1","2011","1.2"
"1259","tx","month","10/1/2011","10","1","2011","5.4"
"1260","va","month","10/1/2011","10","1","2011","0"
"1261","ca","month","11/1/2011","11","1","2011","3.5"
"1262","fl","month","11/1/2011","11","1","2011","0"
"1263","ga","month","11/1/2011","11","1","2011","0"
"1264","il","month","11/1/2011","11","1","2011","0"
"1265","ma","month","11/1/2011","11","1","2011","0"
"1266","ny","month","11/1/2011","11","1","2011","2"
"1267","pa","month","11/1/2011","11","1","2011","0"
"1268","tx","month","11/1/2011","11","1","2011","1"
"1269","va","month","11/1/2011","11","1","2011","0"
"1270","ca","month","12/1/2011","12","1","2011","3.75"
"1271","fl","month","12/1/2011","12","1","2011","2"
"1272","ga","month","12/1/2011","12","1","2011","0"
"1273","il","month","12/1/2011","12","1","2011","0"
"1274","ma","month","12/1/2011","12","1","2011","0"
"1275","ny","month","12/1/2011","12","1","2011","1"
"1276","pa","month","12/1/2011","12","1","2011","0"
"1277","tx","month","12/1/2011","12","1","2011","1"
"1278","va","month","12/1/2011","12","1","2011","0"
"1279","ca","month","1/1/2012","1","1","2012","3.4"
"1280","fl","month","1/1/2012","1","1","2012","8"
"1281","ga","month","1/1/2012","1","1","2012","0"
"1282","il","month","1/1/2012","1","1","2012","4"
"1283","ma","month","1/1/2012","1","1","2012","0"
"1284","ny","month","1/1/2012","1","1","2012","3.6"
"1285","pa","month","1/1/2012","1","1","2012","0"
"1286","tx","month","1/1/2012","1","1","2012","4.2"
"1287","va","month","1/1/2012","1","1","2012","0"
"1288","ca","month","2/1/2012","2","1","2012","5"
"1289","fl","month","2/1/2012","2","1","2012","15.25"
"1290","ga","month","2/1/2012","2","1","2012","4.25"
"1291","il","month","2/1/2012","2","1","2012","5"
"1292","ma","month","2/1/2012","2","1","2012","0"
"1293","ny","month","2/1/2012","2","1","2012","4.5"
"1294","pa","month","2/1/2012","2","1","2012","0"
"1295","tx","month","2/1/2012","2","1","2012","5"
"1296","va","month","2/1/2012","2","1","2012","0"
"1297","ca","month","3/1/2012","3","1","2012","8.75"
"1298","fl","month","3/1/2012","3","1","2012","51.75"
"1299","ga","month","3/1/2012","3","1","2012","17.5"
"1300","il","month","3/1/2012","3","1","2012","10.25"
"1301","ma","month","3/1/2012","3","1","2012","12.75"
"1302","ny","month","3/1/2012","3","1","2012","8.75"
"1303","pa","month","3/1/2012","3","1","2012","6.75"
"1304","tx","month","3/1/2012","3","1","2012","21.5"
"1305","va","month","3/1/2012","3","1","2012","7.75"
"1306","ca","month","4/1/2012","4","1","2012","23.2"
"1307","fl","month","4/1/2012","4","1","2012","39.6"
"1308","ga","month","4/1/2012","4","1","2012","23.2"
"1309","il","month","4/1/2012","4","1","2012","9.8"
"1310","ma","month","4/1/2012","4","1","2012","23"
"1311","ny","month","4/1/2012","4","1","2012","10.4"
"1312","pa","month","4/1/2012","4","1","2012","9.2"
"1313","tx","month","4/1/2012","4","1","2012","25.2"
"1314","va","month","4/1/2012","4","1","2012","14"
"1315","ca","month","5/1/2012","5","1","2012","37.75"
"1316","fl","month","5/1/2012","5","1","2012","52.25"
"1317","ga","month","5/1/2012","5","1","2012","37"
"1318","il","month","5/1/2012","5","1","2012","34.25"
"1319","ma","month","5/1/2012","5","1","2012","39.25"
"1320","ny","month","5/1/2012","5","1","2012","37"
"1321","pa","month","5/1/2012","5","1","2012","35.5"
"1322","tx","month","5/1/2012","5","1","2012","47.5"
"1323","va","month","5/1/2012","5","1","2012","39"
"1324","ca","month","6/1/2012","6","1","2012","55"
"1325","fl","month","6/1/2012","6","1","2012","53.75"
"1326","ga","month","6/1/2012","6","1","2012","34"
"1327","il","month","6/1/2012","6","1","2012","43.25"
"1328","ma","month","6/1/2012","6","1","2012","46.5"
"1329","ny","month","6/1/2012","6","1","2012","37.75"
"1330","pa","month","6/1/2012","6","1","2012","35.5"
"1331","tx","month","6/1/2012","6","1","2012","40.5"
"1332","va","month","6/1/2012","6","1","2012","31"
"1333","ca","month","7/1/2012","7","1","2012","51.6"
"1334","fl","month","7/1/2012","7","1","2012","49.2"
"1335","ga","month","7/1/2012","7","1","2012","28.6"
"1336","il","month","7/1/2012","7","1","2012","29.8"
"1337","ma","month","7/1/2012","7","1","2012","47.2"
"1338","ny","month","7/1/2012","7","1","2012","32.4"
"1339","pa","month","7/1/2012","7","1","2012","25"
"1340","tx","month","7/1/2012","7","1","2012","31.6"
"1341","va","month","7/1/2012","7","1","2012","23.2"
"1342","ca","month","8/1/2012","8","1","2012","33"
"1343","fl","month","8/1/2012","8","1","2012","29.25"
"1344","ga","month","8/1/2012","8","1","2012","12.75"
"1345","il","month","8/1/2012","8","1","2012","11.75"
"1346","ma","month","8/1/2012","8","1","2012","21"
"1347","ny","month","8/1/2012","8","1","2012","14.75"
"1348","pa","month","8/1/2012","8","1","2012","13.75"
"1349","tx","month","8/1/2012","8","1","2012","17.75"
"1350","va","month","8/1/2012","8","1","2012","14.25"
"1351","ca","month","9/1/2012","9","1","2012","11.6"
"1352","fl","month","9/1/2012","9","1","2012","18.8"
"1353","ga","month","9/1/2012","9","1","2012","9"
"1354","il","month","9/1/2012","9","1","2012","5"
"1355","ma","month","9/1/2012","9","1","2012","5"
"1356","ny","month","9/1/2012","9","1","2012","5.6"
"1357","pa","month","9/1/2012","9","1","2012","5.8"
"1358","tx","month","9/1/2012","9","1","2012","9.8"
"1359","va","month","9/1/2012","9","1","2012","4"
"1360","ca","month","10/1/2012","10","1","2012","5"
"1361","fl","month","10/1/2012","10","1","2012","10.25"
"1362","ga","month","10/1/2012","10","1","2012","0"
"1363","il","month","10/1/2012","10","1","2012","0"
"1364","ma","month","10/1/2012","10","1","2012","0"
"1365","ny","month","10/1/2012","10","1","2012","3.5"
"1366","pa","month","10/1/2012","10","1","2012","3.75"
"1367","tx","month","10/1/2012","10","1","2012","5.25"
"1368","va","month","10/1/2012","10","1","2012","0"
"1369","ca","month","11/1/2012","11","1","2012","3.25"
"1370","fl","month","11/1/2012","11","1","2012","6"
"1371","ga","month","11/1/2012","11","1","2012","0"
"1372","il","month","11/1/2012","11","1","2012","1"
"1373","ma","month","11/1/2012","11","1","2012","0"
"1374","ny","month","11/1/2012","11","1","2012","3.25"
"1375","pa","month","11/1/2012","11","1","2012","0"
"1376","tx","month","11/1/2012","11","1","2012","3.5"
"1377","va","month","11/1/2012","11","1","2012","0"
"1378","ca","month","12/1/2012","12","1","2012","3.4"
"1379","fl","month","12/1/2012","12","1","2012","7.2"
"1380","ga","month","12/1/2012","12","1","2012","0"
"1381","il","month","12/1/2012","12","1","2012","0"
"1382","ma","month","12/1/2012","12","1","2012","0"
"1383","ny","month","12/1/2012","12","1","2012","3.2"
"1384","pa","month","12/1/2012","12","1","2012","0"
"1385","tx","month","12/1/2012","12","1","2012","3.6"
"1386","va","month","12/1/2012","12","1","2012","0"
"1387","ca","month","1/1/2013","1","1","2013","3.5"
"1388","fl","month","1/1/2013","1","1","2013","9"
"1389","ga","month","1/1/2013","1","1","2013","0"
"1390","il","month","1/1/2013","1","1","2013","0"
"1391","ma","month","1/1/2013","1","1","2013","0"
"1392","nv","month","1/1/2013","1","1","2013","0"
"1393","ny","month","1/1/2013","1","1","2013","3.25"
"1394","pa","month","1/1/2013","1","1","2013","0"
"1395","tx","month","1/1/2013","1","1","2013","4.25"
"1396","ut","month","1/1/2013","1","1","2013","0"
"1397","va","month","1/1/2013","1","1","2013","0"
"1398","ca","month","2/1/2013","2","1","2013","6.25"
"1399","fl","month","2/1/2013","2","1","2013","18.25"
"1400","ga","month","2/1/2013","2","1","2013","4.75"
"1401","il","month","2/1/2013","2","1","2013","5"
"1402","ma","month","2/1/2013","2","1","2013","3.75"
"1403","nv","month","2/1/2013","2","1","2013","0"
"1404","ny","month","2/1/2013","2","1","2013","4.5"
"1405","pa","month","2/1/2013","2","1","2013","3.5"
"1406","tx","month","2/1/2013","2","1","2013","4.5"
"1407","ut","month","2/1/2013","2","1","2013","0"
"1408","va","month","2/1/2013","2","1","2013","0"
"1409","ca","month","3/1/2013","3","1","2013","14.8"
"1410","fl","month","3/1/2013","3","1","2013","66.2"
"1411","ga","month","3/1/2013","3","1","2013","16"
"1412","il","month","3/1/2013","3","1","2013","7"
"1413","ma","month","3/1/2013","3","1","2013","8.8"
"1414","nv","month","3/1/2013","3","1","2013","0"
"1415","ny","month","3/1/2013","3","1","2013","7.6"
"1416","pa","month","3/1/2013","3","1","2013","5.8"
"1417","tx","month","3/1/2013","3","1","2013","19.6"
"1418","ut","month","3/1/2013","3","1","2013","0"
"1419","va","month","3/1/2013","3","1","2013","7.6"
"1420","ca","month","4/1/2013","4","1","2013","25.5"
"1421","fl","month","4/1/2013","4","1","2013","63.25"
"1422","ga","month","4/1/2013","4","1","2013","36"
"1423","il","month","4/1/2013","4","1","2013","10.5"
"1424","ma","month","4/1/2013","4","1","2013","19.75"
"1425","nv","month","4/1/2013","4","1","2013","25.25"
"1426","ny","month","4/1/2013","4","1","2013","13.25"
"1427","pa","month","4/1/2013","4","1","2013","14.25"
"1428","tx","month","4/1/2013","4","1","2013","25.5"
"1429","ut","month","4/1/2013","4","1","2013","16.25"
"1430","va","month","4/1/2013","4","1","2013","22.25"
"1431","ca","month","5/1/2013","5","1","2013","32"
"1432","fl","month","5/1/2013","5","1","2013","64.25"
"1433","ga","month","5/1/2013","5","1","2013","42"
"1434","il","month","5/1/2013","5","1","2013","22.5"
"1435","ma","month","5/1/2013","5","1","2013","25.5"
"1436","nv","month","5/1/2013","5","1","2013","47"
"1437","ny","month","5/1/2013","5","1","2013","23"
"1438","pa","month","5/1/2013","5","1","2013","27.25"
"1439","tx","month","5/1/2013","5","1","2013","40"
"1440","ut","month","5/1/2013","5","1","2013","56"
"1441","va","month","5/1/2013","5","1","2013","22"
"1442","ca","month","6/1/2013","6","1","2013","53.2"
"1443","fl","month","6/1/2013","6","1","2013","63"
"1444","ga","month","6/1/2013","6","1","2013","42.8"
"1445","il","month","6/1/2013","6","1","2013","36.8"
"1446","ma","month","6/1/2013","6","1","2013","65.4"
"1447","nv","month","6/1/2013","6","1","2013","45.6"
"1448","ny","month","6/1/2013","6","1","2013","50.2"
"1449","pa","month","6/1/2013","6","1","2013","47.6"
"1450","tx","month","6/1/2013","6","1","2013","50.2"
"1451","ut","month","6/1/2013","6","1","2013","68"
"1452","va","month","6/1/2013","6","1","2013","47.4"
"1453","ca","month","7/1/2013","7","1","2013","43.5"
"1454","fl","month","7/1/2013","7","1","2013","56.5"
"1455","ga","month","7/1/2013","7","1","2013","28.75"
"1456","il","month","7/1/2013","7","1","2013","36"
"1457","ma","month","7/1/2013","7","1","2013","52.25"
"1458","nv","month","7/1/2013","7","1","2013","30.25"
"1459","ny","month","7/1/2013","7","1","2013","44.25"
"1460","pa","month","7/1/2013","7","1","2013","31.25"
"1461","tx","month","7/1/2013","7","1","2013","29.25"
"1462","ut","month","7/1/2013","7","1","2013","33.75"
"1463","va","month","7/1/2013","7","1","2013","35.75"
"1464","ca","month","8/1/2013","8","1","2013","25.25"
"1465","fl","month","8/1/2013","8","1","2013","35.75"
"1466","ga","month","8/1/2013","8","1","2013","14.75"
"1467","il","month","8/1/2013","8","1","2013","13"
"1468","ma","month","8/1/2013","8","1","2013","20.25"
"1469","nv","month","8/1/2013","8","1","2013","26.25"
"1470","ny","month","8/1/2013","8","1","2013","14.25"
"1471","pa","month","8/1/2013","8","1","2013","12.25"
"1472","tx","month","8/1/2013","8","1","2013","19.25"
"1473","ut","month","8/1/2013","8","1","2013","5.25"
"1474","va","month","8/1/2013","8","1","2013","16"
"1475","ca","month","9/1/2013","9","1","2013","13.4"
"1476","fl","month","9/1/2013","9","1","2013","15"
"1477","ga","month","9/1/2013","9","1","2013","8.2"
"1478","il","month","9/1/2013","9","1","2013","5.8"
"1479","ma","month","9/1/2013","9","1","2013","3.4"
"1480","nv","month","9/1/2013","9","1","2013","4.2"
"1481","ny","month","9/1/2013","9","1","2013","5.2"
"1482","pa","month","9/1/2013","9","1","2013","6"
"1483","tx","month","9/1/2013","9","1","2013","8"
"1484","ut","month","9/1/2013","9","1","2013","0"
"1485","va","month","9/1/2013","9","1","2013","5.2"
"1486","ca","month","10/1/2013","10","1","2013","4.5"
"1487","fl","month","10/1/2013","10","1","2013","9"
"1488","ga","month","10/1/2013","10","1","2013","4.25"
"1489","il","month","10/1/2013","10","1","2013","0"
"1490","ma","month","10/1/2013","10","1","2013","0"
"1491","nv","month","10/1/2013","10","1","2013","0"
"1492","ny","month","10/1/2013","10","1","2013","3.5"
"1493","pa","month","10/1/2013","10","1","2013","1.25"
"1494","tx","month","10/1/2013","10","1","2013","4.75"
"1495","ut","month","10/1/2013","10","1","2013","0"
"1496","va","month","10/1/2013","10","1","2013","0"
"1497","ca","month","11/1/2013","11","1","2013","3"
"1498","fl","month","11/1/2013","11","1","2013","5"
"1499","ga","month","11/1/2013","11","1","2013","0"
"1500","il","month","11/1/2013","11","1","2013","0"
"1501","ma","month","11/1/2013","11","1","2013","0"
"1502","nv","month","11/1/2013","11","1","2013","0"
"1503","ny","month","11/1/2013","11","1","2013","3"
"1504","pa","month","11/1/2013","11","1","2013","1"
"1505","tx","month","11/1/2013","11","1","2013","2.5"
"1506","ut","month","11/1/2013","11","1","2013","0"
"1507","va","month","11/1/2013","11","1","2013","0"
"1508","ca","month","12/1/2013","12","1","2013","3"
"1509","fl","month","12/1/2013","12","1","2013","5.6"
"1510","ga","month","12/1/2013","12","1","2013","0"
"1511","il","month","12/1/2013","12","1","2013","0"
"1512","ma","month","12/1/2013","12","1","2013","0"
"1513","nv","month","12/1/2013","12","1","2013","0"
"1514","ny","month","12/1/2013","12","1","2013","3"
"1515","pa","month","12/1/2013","12","1","2013","0"
"1516","tx","month","12/1/2013","12","1","2013","0.6"
"1517","ut","month","12/1/2013","12","1","2013","0"
"1518","va","month","12/1/2013","12","1","2013","0"
"1519","ca","month","1/1/2014","1","1","2014","3.25"
"1520","fl","month","1/1/2014","1","1","2014","5.5"
"1521","ga","month","1/1/2014","1","1","2014","0"
"1522","il","month","1/1/2014","1","1","2014","4.75"
"1523","ma","month","1/1/2014","1","1","2014","0"
"1524","nv","month","1/1/2014","1","1","2014","0"
"1525","ny","month","1/1/2014","1","1","2014","2.75"
"1526","pa","month","1/1/2014","1","1","2014","0"
"1527","tx","month","1/1/2014","1","1","2014","3.25"
"1528","ut","month","1/1/2014","1","1","2014","0"
"1529","va","month","1/1/2014","1","1","2014","0"
"1530","ca","month","2/1/2014","2","1","2014","4"
"1531","fl","month","2/1/2014","2","1","2014","13.75"
"1532","ga","month","2/1/2014","2","1","2014","2.75"
"1533","il","month","2/1/2014","2","1","2014","5.25"
"1534","ma","month","2/1/2014","2","1","2014","0"
"1535","nv","month","2/1/2014","2","1","2014","0"
"1536","ny","month","2/1/2014","2","1","2014","3.5"
"1537","pa","month","2/1/2014","2","1","2014","2"
"1538","tx","month","2/1/2014","2","1","2014","4.5"
"1539","ut","month","2/1/2014","2","1","2014","0"
"1540","va","month","2/1/2014","2","1","2014","0"
"1541","ca","month","3/1/2014","3","1","2014","11.8"
"1542","fl","month","3/1/2014","3","1","2014","66.2"
"1543","ga","month","3/1/2014","3","1","2014","14.4"
"1544","il","month","3/1/2014","3","1","2014","6.6"
"1545","ma","month","3/1/2014","3","1","2014","6.6"
"1546","nv","month","3/1/2014","3","1","2014","15"
"1547","ny","month","3/1/2014","3","1","2014","5.6"
"1548","pa","month","3/1/2014","3","1","2014","4.8"
"1549","tx","month","3/1/2014","3","1","2014","15.8"
"1550","ut","month","3/1/2014","3","1","2014","0"
"1551","va","month","3/1/2014","3","1","2014","6.4"
"1552","ca","month","4/1/2014","4","1","2014","20.5"
"1553","fl","month","4/1/2014","4","1","2014","70"
"1554","ga","month","4/1/2014","4","1","2014","25"
"1555","il","month","4/1/2014","4","1","2014","12.25"
"1556","ma","month","4/1/2014","4","1","2014","13"
"1557","nv","month","4/1/2014","4","1","2014","26.5"
"1558","ny","month","4/1/2014","4","1","2014","11.5"
"1559","pa","month","4/1/2014","4","1","2014","12.25"
"1560","tx","month","4/1/2014","4","1","2014","24"
"1561","ut","month","4/1/2014","4","1","2014","29.25"
"1562","va","month","4/1/2014","4","1","2014","14"
"1563","ca","month","5/1/2014","5","1","2014","37"
"1564","fl","month","5/1/2014","5","1","2014","59.5"
"1565","ga","month","5/1/2014","5","1","2014","36.75"
"1566","il","month","5/1/2014","5","1","2014","29.5"
"1567","ma","month","5/1/2014","5","1","2014","21.25"
"1568","nv","month","5/1/2014","5","1","2014","34.25"
"1569","ny","month","5/1/2014","5","1","2014","24"
"1570","pa","month","5/1/2014","5","1","2014","21.5"
"1571","tx","month","5/1/2014","5","1","2014","38"
"1572","ut","month","5/1/2014","5","1","2014","44.25"
"1573","va","month","5/1/2014","5","1","2014","24.75"
"1574","ca","month","6/1/2014","6","1","2014","58.6"
"1575","fl","month","6/1/2014","6","1","2014","71.8"
"1576","ga","month","6/1/2014","6","1","2014","45.8"
"1577","il","month","6/1/2014","6","1","2014","50"
"1578","ma","month","6/1/2014","6","1","2014","66.6"
"1579","nv","month","6/1/2014","6","1","2014","50"
"1580","ny","month","6/1/2014","6","1","2014","52.8"
"1581","pa","month","6/1/2014","6","1","2014","50.6"
"1582","tx","month","6/1/2014","6","1","2014","63.2"
"1583","ut","month","6/1/2014","6","1","2014","63"
"1584","va","month","6/1/2014","6","1","2014","41.2"
"1585","ca","month","7/1/2014","7","1","2014","57.5"
"1586","fl","month","7/1/2014","7","1","2014","55.5"
"1587","ga","month","7/1/2014","7","1","2014","31.5"
"1588","il","month","7/1/2014","7","1","2014","27.25"
"1589","ma","month","7/1/2014","7","1","2014","42.25"
"1590","nv","month","7/1/2014","7","1","2014","41.5"
"1591","ny","month","7/1/2014","7","1","2014","31.75"
"1592","pa","month","7/1/2014","7","1","2014","26.5"
"1593","tx","month","7/1/2014","7","1","2014","39.75"
"1594","ut","month","7/1/2014","7","1","2014","48.25"
"1595","va","month","7/1/2014","7","1","2014","19.25"
"1596","ca","month","8/1/2014","8","1","2014","28"
"1597","fl","month","8/1/2014","8","1","2014","33.2"
"1598","ga","month","8/1/2014","8","1","2014","13.6"
"1599","il","month","8/1/2014","8","1","2014","12.4"
"1600","ma","month","8/1/2014","8","1","2014","19.6"
"1601","nv","month","8/1/2014","8","1","2014","24.6"
"1602","ny","month","8/1/2014","8","1","2014","16.2"
"1603","pa","month","8/1/2014","8","1","2014","12"
